Alim. Car. NITENS 1;Alim. Cam. NITENS 1;Pic. Car. NITENS 1;Pic. Cam. NITENS 1;Total Alim. NITENS 1;Tiempo muerto L. corta 1;Tiempo efectivo L. corta 1;Tiempo muerto L. larga 1;Tiempo efectivo L. larga 1;Disp. L. corta 1;Disp. L. larga 1;Velocidad 1 ;Velocidad Real 1 ;PM NITENS 1;Consumo Diges. PT 1;Inv. Asti. NITENS 1;Inv. Asti. GLOBULUS 1;PM Galpon 194-1;PM Caldera 198-1;PM Secador 1;Inv. Corteza 1;Alim. Car. NITENS 2;Alim. Cam. NITENS 2;Pic. Car. NITENS 2;Pic. Cam. NITENS 2;Total Alim. NITENS 2;Tiempo muerto L. corta 2;Tiempo efectivo L. corta 2;Tiempo muerto L. larga 2;Tiempo efectivo L. larga 2;Disp. L. corta 2;Disp. L. larga 2;Velocidad 2;Velocidad Real 2;PM NITENS 2;Consumo Diges. PT 2;Inv. Asti. NITENS 2;Inv. Asti. GLOBULUS 2;PM Galpon 194-2;PM Caldera 198-2;PM Secador 2;Inv. Corteza 2;Total Astillado;Prod. Total
105;0;3627;0;3627;335;1105;1440;0;0,7674;0;151;199;6980;6753;151650;130576;673;1303;660;-1279;86;0;2971;0;2971;235;1205;760;680;0,8368;0,4722;124;147;6980;6753;152564;125724;673;1303;660;-2839;6598;6980
87;0;3005;0;3005;355;1085;355;1085;0,7535;0,7535;125;167;7523;7024;159124;137600;951;1145;731;-1473;78;28;2695;713;3407;145;1295;1440;0;0,8993;0;142;159;7523;7024;160087;132748;951;1145;731;-3033;6413;7523
83;0;2867;0;2867;370;1070;380;1060;0,7431;0,7361;119;165;5382;7337;164454;144937;915;1114;723;-1672;37;19;1278;484;1762;900;540;1440;0;0,375;0;73;186;5382;7337;165469;140085;915;1114;723;-3232;4629;5382
83;18;2867;458;3325;340;1100;210;1230;0,7639;0,8542;139;181;5515;6233;169926;151170;1195;1278;756;-1755;69;0;2384;0;2384;700;740;370;1070;0,5139;0,7431;99;207;5515;6233;170984;146318;1195;1278;756;-3315;5709;5515
102;0;3524;0;3524;250;1190;135;1305;0,8264;0,9063;147;178;6750;6987;176627;158157;1416;1441;776;-1780;86;5;2971;127;3098;360;1080;200;1240;0,75;0,8611;129;169;6750;6987;177734;153305;1416;1441;776;-3340;6622;6750
88;0;3040;0;3040;405;1035;150;1290;0,7188;0,8958;127;176;7475;5095;184066;163252;1073;1393;859;-2100;84;0;2902;0;2902;450;990;350;1090;0,6875;0,7569;121;170;7475;5095;185209;158400;1073;1393;859;-3660;5942;7475
53;20;1831;509;2340;470;970;470;970;0,6736;0,6736;98;146;5490;6752;189509;170004;1049;1382;650;-2433;62;10;2142;255;2396;480;960;240;1200;0,6667;0,8333;100;150;5490;6752;190699;165152;1049;1382;650;-3993;4736;5490
95;17;3282;433;3715;295;1145;295;1145;0,7951;0,7951;155;193;6365;7198;195824;177202;1017;1301;815;-2717;93;2;3213;51;3264;430;1010;430;1010;0,7014;0,7014;136;204;6365;7198;197064;172350;1017;1301;815;-4277;6978;6365
73;35;2522;891;3413;510;930;590;850;0,6458;0,5903;142;221;7486;6952;203261;184154;926;1345;644;-3136;79;33;2729;840;3569;365;1075;365;1075;0,7465;0,7465;149;200;7486;6952;204550;179302;926;1345;644;-4696;6982;7486
109;2;3765;51;3816;330;1110;1240;200;0,7708;0,1389;159;205;7880;6444;211096;190598;1032;1338;751;-3442;69;2;2384;51;2435;355;1085;155;1285;0,7535;0,8924;101;143;7880;6444;212430;185746;1032;1338;751;-5002;6251;7880
84;48;2902;1222;4124;215;1225;1440;0;0,8507;0;172;201;9310;6778;220358;197376;919;1405;781;-3928;88;12;3040;305;3345;457;983;125;1315;0,6826;0,9132;139;204;9310;6778;221740;192524;919;1405;781;-5488;7469;9310
92;5;3178;127;3305;420;1020;900;540;0,7083;0,375;138;198;7352;6763;7305;6763;1147;1398;824;1249;80;6;2764;153;2916;470;970;350;1090;0,6736;0,7569;122;183;7352;6763;7352;6763;1147;1398;824;-251;6222;7352
89;0;3075;0;3075;420;1020;895;545;0,7083;0,3785;128;182;7850;6833;15107;13596;1065;1424;848;890;90;0;3109;0;3109;335;1105;1440;0;0,7674;0;130;168;7850;6833;15202;13596;1065;1424;848;-610;6184;7850
85;6;2936;153;3089;355;1085;580;860;0,7535;0,5972;129;170;6015;6842;21074;20438;1211;1406;816;695;81;5;2798;127;2925;420;1020;1165;275;0,7083;0,191;122;173;6015;6842;21217;20438;1211;1406;816;-805;6015;6015
46;36;1589;916;2505;470;970;385;1055;0,6736;0,7326;104;162;6903;6969;27928;27407;1062;1425;585;332;71;2;2453;51;2504;398;1042;398;1042;0,7236;0,7236;104;155;6903;6969;28120;27407;1062;1425;585;-1168;5009;6903
78;27;2695;687;3382;255;1185;960;480;0,8229;0,3333;141;174;7315;7211;35193;34618;818;1423;665;-273;78;0;1762;0;1762;420;1020;420;1020;0,7083;0,7083;73;112;7315;7211;35435;34618;818;1423;665;-1773;5144;7315
32;15;1105;382;1487;940;500;1440;0;0,3472;0;62;170;6085;6380;41233;40998;836;1419;566;-856;106;0;3662;0;3662;410;1030;680;760;0,7153;0,5278;153;213;6085;6380;41520;40998;836;1419;566;-2356;5149;6085
103;0;3558;0;3558;325;1115;1380;60;0,7743;0,0417;148;191;8720;7097;54874;55235;1273;1516;720;-1765;92;0;3178;0;3178;350;1090;10;1430;0,7569;0,9931;132;175;8720;7097;55261;50486;1273;1516;720;-2875;6736;8720
117;0;4042;0;4042;220;1220;130;1310;0,8472;0,9097;168;199;10335;7020;65160;62255;1240;1530;589;-2055;110;0;3800;0;3800;265;1175;1380;60;0,816;0,0417;158;192;10335;7020;65596;57506;1240;1530;589;-3165;7842;10335
77;0;2660;0;2660;350;1090;160;1280;0,7569;0,8889;111;145;7830;4923;72956;67178;1167;1536;680;-2424;105;0;3627;0;3627;410;1030;880;560;0,7153;0,3889;151;212;7830;4923;73426;62429;1167;1536;680;-3534;6287;7830
70;4;2418;102;2520;365;1075;245;1195;0,7465;0,8299;105;139;6539;6949;79446;74127;1341;1514;666;-2597;111;10;3835;255;4089;320;1120;160;1280;0,7778;0,8889;170;216;6539;6949;79965;69378;1341;1514;666;-3707;6609;6539
58;8;2004;204;2207;670;770;670;770;0,5347;0,5347;92;171;5602;7315;84997;81442;1165;1399;609;-2831;71;0;2453;0;2453;405;1035;1050;390;0,7188;0,2708;102;140;5602;7315;85567;76693;1165;1399;609;-3941;4660;5756
37;15;1278;382;1660;895;545;1130;310;0,3785;0,2153;69;184;5782;5940;90737;87382;1050;1372;505;-3153;94;6;3247;153;3400;315;1125;1440;0;0,7813;0;142;178;5782;5940;91349;82633;1050;1372;505;-4263;5060;7860
68;29;2349;738;3087;415;1025;800;640;0,7118;0,4444;129;186;6693;6710;97383;94092;1034;1399;570;-3518;67;33;2315;840;3155;415;1025;1160;280;0,7118;0,1944;131;188;6693;6710;98042;89343;1034;1399;570;-4628;6242;7138
80;6;2764;153;2916;435;1005;520;920;0,6979;0,6389;122;173;7820;6770;105156;100862;1001;1383;572;-3900;108;15;3731;382;4113;290;1150;480;960;0,7986;0,6667;171;214;7820;6770;105862;96113;1001;1383;572;-5010;7029;7820
91;0;3144;0;3144;370;1070;185;1255;0,7431;0,8715;131;176;7595;7194;112701;108056;1150;1493;670;-4243;98;0;3385;0;3385;550;890;1440;0;0,6181;0;141;231;7595;7194;113457;103307;1150;1493;670;-5353;6529;7595
84;16;2902;407;3309;470;970;175;1265;0,6736;0,8785;138;204;7865;6830;120518;114886;969;1470;699;-4744;113;3;3904;76;3980;500;940;1440;0;0,6528;0;166;259;7865;6830;121322;110137;969;1470;699;-5854;7289;9156
30;1;1036;25;1062;1145;295;960;480;0,2049;0,3333;44;216;7083;7260;127550;122146;917;1459;639;-5286;138;10;4767;255;5022;305;1135;1440;0;0,7882;0;212;268;7083;7260;128405;117397;917;1459;639;-6396;6153;7933
93;33;3213;840;4053;495;945;1170;270;0,6563;0,1875;169;274;8825;5233;136338;127379;1213;1405;549;-5478;96;32;3316;815;4131;330;1110;1085;355;0,7708;0,2465;172;222;8825;5233;137230;122630;1213;1405;549;-6588;8184;11280
115;0;3973;0;3973;250;1190;1055;385;0,8264;0,2674;166;200;8230;5609;144529;132988;984;1348;272;-5842;101;0;3489;0;3489;270;1170;505;935;0,8125;0,6493;145;177;8230;5609;145460;128239;984;1348;272;-6952;7462;8230
131;12;4525;305;4831;230;1210;1440;0;0,8403;0;201;240;9175;7216;153654;140204;1060;1334;561;-6116;80;19;2764;484;3247;420;1020;740;700;0,7083;0,4861;135;192;9175;7216;154635;135455;1060;1334;561;-7226;8078;9175
16;0;553;0;553;1340;100;1440;0;0,0694;0;23;332;5920;7773;159519;147977;863;1418;450;-6671;110;3;3800;76;3876;340;1100;340;1100;0,7639;0,7639;162;212;5920;7773;160555;143228;863;1418;450;-7781;4429;5920
86;0;2971;0;2971;400;1040;400;1040;0,7222;0,7222;124;167;6160;7350;165628;155327;984;1389;649;-7076;126;0;4353;0;4353;375;1065;705;735;0,7396;0,5104;181;246;6160;7350;166715;150578;984;1389;649;-8186;7324;6160
83;6;2867;153;3020;328;1112;328;1112;0,7722;0,7722;126;156;8877;7318;174453;162645;1268;1454;609;-7262;73;36;2522;916;3438;390;1050;655;785;0,7292;0,5451;143;197;8877;7318;175592;157896;1268;1454;609;-8372;6458;8877
96;5;3316;127;3444;540;900;540;900;0,625;0,625;143;233;8018;6958;182423;169603;1026;1450;635;-7686;53;18;1831;458;2289;535;905;1000;440;0,6285;0,3056;95;162;8018;6958;183610;164854;1026;1450;635;-8796;5733;8018
103;18;3558;458;4016;300;1140;300;1140;0,7917;0,7917;167;210;9227;6678;191603;176281;987;1314;622;-8013;81;54;2798;1375;4173;365;1075;1440;0;0,7465;0;174;235;9227;6678;192837;171532;987;1314;622;-9123;8189;9227
65;13;2245;331;2576;580;860;1045;395;0,5972;0,2743;107;171;7027;5462;198592;181743;979;1284;602;-8318;77;13;2660;331;2991;455;985;455;985;0,684;0,684;125;182;7027;5462;199864;176994;979;1284;602;-9428;5567;7027
112;9;3869;229;4098;300;1140;1440;0;0,7917;0;171;215;7740;5425;206294;187168;981;1346;603;-8683;102;7;3524;178;3702;315;1125;315;1125;0,7813;0,7813;154;197;7740;5425;207604;182419;981;1346;603;-9793;7800;7740
91;0;3144;0;3144;415;1025;415;1025;0,7118;0,7118;131;182;7205;3085;213477;190253;1333;1418;504;-8768;96;0;3316;0;3316;240;1200;345;1095;0,8333;0,7604;138;171;7205;3085;214809;185504;1333;1418;504;-9878;6460;7205
89;0;3075;0;3075;430;1010;430;1010;0,7014;0,7014;128;182;6382;5015;219824;195268;1127;1190;444;-8831;92;0;3178;0;3178;575;865;575;865;0,6007;0,6007;132;213;6382;5015;221191;190519;1127;1190;444;-9941;6253;6382
89;21;3075;535;3609;380;1060;230;1210;0,7361;0,8403;150;203;6328;2800;6308;2800;1196;1303;552;1393;51;15;1762;382;2144;640;800;460;980;0,5556;0,6806;89;159;6328;2800;6328;2800;1196;1303;552;-107;5753;6328
97;5;3351;127;3478;305;1135;545;895;0,7882;0,6215;145;182;7497;6514;13760;9314;1183;1183;630;1393;100;12;3455;305;3760;455;985;365;1075;0,684;0,7465;157;232;7497;6514;13825;9314;1183;1183;630;-107;7238;7497
84;11;2902;280;3182;430;1010;430;1010;0,7014;0,7014;133;189;7440;6594;21154;15908;898;1234;559;1057;84;13;2902;331;3233;515;925;830;610;0,6424;0,4236;135;212;7440;6594;21265;15908;898;1234;559;-443;6415;6585
69;26;2384;662;3045;370;1070;370;1070;0,7431;0,7431;179;247;6120;6758;27226;22666;689;1322;374;424;45;1;1555;25;1580;955;485;1375;65;0,3368;0,0451;66;200;6120;6758;27385;22666;689;1322;374;-1076;5878;6120
93;15;3213;382;3595;265;1175;310;1130;0,816;0,7847;150;184;5952;6070;33136;28736;905;1151;509;178;72;29;2487;738;3225;645;795;645;795;0,5521;0,5521;134;238;5952;6070;33337;28736;905;1151;509;-1322;6820;5952
82;23;2833;585;3418;225;1215;1440;0;0,8438;0;142;167;7680;6021;40774;34757;1162;1065;579;275;58;62;2004;1578;3582;435;1005;435;1005;0,6979;0,6979;149;215;7680;6021;41017;34757;1162;1065;579;-1225;7000;7680
50;13;1727;331;2058;240;1200;615;825;0,8333;0,5729;86;115;6840;6299;54887;47845;695;605;485;515;52;11;1796;280;2076;260;1180;430;1010;0,8194;0,7014;87;120;6840;6299;55222;43206;695;605;485;-1035;4135;4480
70;14;2418;356;2775;355;1085;745;695;0,7535;0,4826;116;144;7491;5984;62336;53829;1134;954;655;695;69;27;2384;687;3071;405;1035;415;1025;0,7188;0,7118;128;176;7491;5984;62713;49190;1134;954;655;-855;5845;7491
63;51;2176;1298;3475;476;964;1096;344;0,6694;0,2389;145;218;7184;5542;69481;59371;557;84;141;1168;61;11;2107;280;2387;566;874;566;874;0,6069;0,6069;99;168;7184;5542;69897;54732;557;84;141;-382;5862;7184
68;4;2349;102;2451;555;885;1440;0;0,6146;0;102;168;6077;1585;75547;60956;687;1275;590;580;69;14;2384;356;2740;490;950;510;930;0,6597;0,6458;114;173;6077;1585;75974;56317;687;1275;590;-970;5191;6077
80;28;2764;713;3476;377;1063;377;1063;0,7382;0,7382;145;199;5810;5074;81322;66030;713;1163;509;130;54;4;1865;102;1967;805;635;1320;120;0,441;0,0833;82;152;5810;5074;81784;61391;713;1163;509;-1420;5444;5964
42;52;1451;1324;2775;465;975;465;975;0,6771;0,6771;116;171;7060;3697;88356;69727;1119;1155;623;94;90;18;3109;458;3567;285;1155;285;1155;0,8021;0,8021;149;189;7060;3697;88844;65088;1119;1155;623;-1456;6342;8769
93;0;3213;0;3213;420;1020;420;1020;0,7083;0,7083;134;194;6060;3858;94389;73585;832;1360;685;-434;109;0;3765;0;3765;340;1100;340;1100;0,7639;0,7639;157;206;6060;3858;94904;68946;832;1360;685;-1984;6978;7046
90;36;3109;916;4025;450;990;450;990;0,6875;0,6875;168;262;5370;4033;99731;77618;897;1516;622;-1053;89;4;3075;102;3176;450;990;705;735;0,6875;0,5104;132;199;5370;4033;100274;72979;897;1516;622;-2603;7202;5370
87;0;3005;0;3005;485;955;460;980;0,6632;0,6806;125;190;5325;3792;105029;81410;891;1534;618;-1696;91;0;3144;0;3144;400;1040;1440;0;0,7222;0;131;182;5325;3792;105599;76771;891;1534;618;-3246;6149;5325
81;6;2798;153;2951;520;920;935;505;0,6389;0,3507;123;189;4330;4428;109328;85838;930;1474;482;-2240;70;4;2418;102;2520;445;995;805;635;0,691;0,441;105;152;4330;4428;109929;81199;930;1474;482;-3790;5471;6176
38;1;1313;25;1338;970;470;1440;0;0,3264;0;56;162;5608;5024;114901;90862;618;1406;532;-3028;101;8;3489;204;3693;340;1100;480;960;0,7639;0,6667;155;200;5608;5024;115537;86223;618;1406;532;-4578;5065;6547
67;5;2315;127;2442;670;770;1130;310;0,5347;0,2153;102;190;5660;5871;120520;96733;874;1516;609;-3670;81;25;2798;636;3435;375;1065;365;1075;0,7396;0,7465;143;193;5660;5871;121197;92094;874;1516;609;-5220;5876;9167
63;21;2176;535;2711;500;940;500;940;0,6528;0,6528;113;174;5358;6080;125835;102813;978;1369;371;-4061;62;12;2142;305;2447;385;1055;565;875;0,7326;0,6076;102;146;5358;6080;126555;98174;978;1369;371;-5611;5158;5358
84;0;2902;0;2902;425;1015;425;1015;0,7049;0,7049;121;172;6316;6982;132102;109795;970;1327;568;-4418;94;0;3247;0;3247;380;1060;380;1060;0,7361;0,7361;135;182;6316;6982;132871;105156;970;1327;568;-5968;6149;6316
105;3;3627;76;3704;285;1155;130;1310;0,8021;0,9097;154;193;5510;7302;137561;117097;914;1238;469;-4742;54;4;1865;102;1967;620;820;720;720;0,5694;0,5;82;143;5510;7302;138381;112458;914;1238;469;-6292;5671;5510
126;0;4353;0;4353;360;1080;990;450;0,75;0,3125;181;241;5710;7375;143220;124472;793;1189;516;-5138;43;0;1485;0;1485;1095;345;1440;0;0,2396;0;62;237;5710;7375;144091;119833;793;1189;516;-6688;5838;5710
117;0;4042;0;4042;255;1185;1010;430;0,8229;0,2986;168;207;7940;7286;151109;131758;865;1125;546;-5398;93;0;3213;0;3213;480;960;1105;335;0,6667;0,2326;134;201;7940;7286;152031;127119;865;1125;546;-6948;7255;7940
84;0;2902;0;2902;455;985;1440;0;0,684;0;121;170;7856;6542;158919;138300;602;1060;289;-5856;78;0;2695;0;2695;555;885;1440;0;0,6146;0;112;174;7856;6542;159887;133661;602;1060;289;-7406;5596;7856
99;0;3420;0;3420;417;1023;1320;120;0,7104;0,0833;143;205;9220;6446;168094;144746;584;1086;584;-6358;101;0;3489;0;3489;381;1059;1440;0;0,7354;0;145;197;9220;6446;169107;140107;584;1086;584;-7908;6909;9220
94;4;3247;102;3349;390;1050;770;670;0,7292;0,4653;140;186;8020;6413;176069;151159;1168;1100;705;-6290;97;5;3351;127;3478;475;965;1440;0;0,6701;0;145;214;8020;6413;177127;146520;1168;1100;705;-7840;6827;8020
92;0;3178;0;3178;412;1028;1355;85;0,7139;0,059;132;179;6630;6673;182652;157832;767;1142;416;-6665;60;0;2073;0;2073;875;565;1200;240;0,3924;0,1667;86;194;6630;6673;183757;153193;767;1142;416;-8215;5251;6630
87;12;3005;305;3311;580;860;1440;0;0,5972;0;138;215;6168;6128;188777;163960;876;1153;568;-6942;56;14;1935;356;2291;550;890;550;890;0,6181;0,6181;95;165;6168;6128;189925;159321;876;1153;568;-8492;5602;6168
97;37;3351;942;4293;225;1215;1440;0;0,8438;0;179;211;7195;6314;195928;170274;1037;1270;675;-7175;64;21;2211;535;2745;750;690;1055;385;0,4792;0,2674;114;243;7195;6314;197120;165635;1037;1270;675;-8725;7038;7195
75;35;2591;891;3482;265;1175;580;860;0,816;0,5972;145;177;8075;6685;203956;176959;721;1193;420;-7647;109;13;3765;331;4096;475;965;1440;0;0,6701;0;171;243;8075;6685;205195;172320;721;1193;420;-9197;7578;8075
18;0;622;0;622;1250;190;820;620;0,1319;0,4306;26;240;3160;5316;3123;5316;423;795;243;1128;48;18;1658;458;2116;600;840;1440;0;0,5833;0;88;125;3160;5316;3160;5316;423;795;243;-372;2738;3160
77;1;2660;25;2685;580;860;565;875;0,5972;0,6076;112;187;4699;3399;7798;8715;679;1145;445;662;49;0;1693;0;1693;1000;440;1440;0;0,3056;0;71;231;4699;3399;7859;8715;679;1145;445;-838;4378;4699
74;44;2556;1120;3676;385;1055;1125;315;0,7326;0,2188;153;221;9520;2428;17301;11143;807;1255;497;214;122;18;4215;458;4673;280;1160;765;675;0,8056;0,4688;195;239;9520;2428;17379;11143;807;1255;497;-1286;8349;9520
60;0;2073;0;2073;590;850;775;665;0,5903;0,4618;86;156;7118;6987;24370;18130;725;1377;576;-438;93;0;3213;0;3213;425;1015;1145;295;0,7049;0,2049;134;193;7118;6987;24497;18130;725;1377;576;-1938;5285;7118
63;9;2176;229;2405;685;755;685;755;0,5243;0,5243;100;189;5520;6460;29845;24590;498;1283;415;-1223;39;36;1347;916;2264;813;627;1440;0;0,4354;0;94;203;5520;6460;30017;24590;498;1283;415;-2723;4669;5520
14;2;484;51;535;1150;290;1150;290;0,2014;0,2014;22;111;6335;7178;36130;31768;724;1311;541;-1810;102;45;3524;1145;4669;363;1077;1440;0;0,7479;0;195;255;6335;7178;36352;31768;724;1311;541;-3310;5204;6335
0;0;0;0;0;1440;0;1440;0;0;0;0;0;4395;7359;44546;46503;703;1047;556;-2301;88;45;3040;1145;4185;350;1090;1440;0;0,7569;0;174;231;4395;7359;44872;41477;703;1047;556;-3644;4185;4395
18;0;622;0;622;1255;185;1255;185;0,1285;0,1285;26;202;4453;7383;48948;53886;899;947;651;-2349;81;31;2798;789;3587;445;995;1215;225;0,691;0,1563;149;204;4453;7383;49325;48860;899;947;651;-3692;4209;4453
88;0;3040;0;3040;510;930;1170;270;0,6458;0,1875;127;198;6485;7380;55381;61266;1168;1297;649;-2478;74;21;2556;535;3091;375;1065;375;1065;0,7396;0,7396;129;179;6485;7380;55810;56240;1168;1297;649;-3821;6131;6485
116;0;4007;0;4007;360;1080;1440;0;0,75;0;167;218;9655;6448;64991;67714;1231;1176;631;-2423;125;0;4318;0;4318;190;1250;190;1250;0,8681;0,8681;180;208;9655;6448;65465;62688;1231;1176;631;-3766;8325;9655
98;2;3385;51;3436;285;1155;1440;0;0,8021;0;143;178;7725;6895;72668;74609;1121;1156;628;-2458;96;15;3316;382;3698;420;1020;420;1020;0,7083;0,7083;154;217;7725;6895;73190;69583;1121;1156;628;-3801;7135;7879
71;4;2453;102;2555;390;1050;1440;0;0,7292;0;106;144;8180;7018;80799;81627;1097;1100;367;-2461;53;102;1831;2596;4427;345;1095;1075;365;0,7604;0,2535;184;240;8180;7018;81370;76601;1097;1100;367;-3804;6982;9489
90;16;3109;407;3516;240;1200;1200;240;0,8333;0,1667;147;170;9910;6431;90664;88058;1035;1256;667;-2682;59;75;2038;1909;3947;359;1081;1440;0;0,7507;0;164;230;9910;6431;91280;83032;1035;1256;667;-4025;7464;9595
87;0;3005;0;3005;445;995;330;1110;0,691;0,7708;125;181;7170;6631;97787;94689;1227;1183;599;-2638;117;2;4042;51;4093;435;1005;1440;0;0,6979;0;171;242;7170;6631;98450;89663;1227;1183;599;-3981;7098;7170
105;3;3627;76;3704;390;1050;1000;440;0,7292;0,3056;154;213;9430;7227;107167;101916;830;1237;475;-3045;99;60;3420;1527;4947;335;1105;960;480;0,7674;0,3333;206;262;9430;7227;107880;96890;830;1237;475;-4388;8651;9430
73;20;2522;509;3031;605;835;1440;0;0,5799;0;126;203;9410;5728;116536;107644;824;1192;824;-3413;95;76;3282;1935;5216;200;1240;1440;0;0,8611;0;217;251;9410;5728;117290;102618;824;1192;824;-4756;8247;10761
71;0;2453;0;2453;530;910;1440;0;0,6319;0;102;194;8312;6539;124803;114183;653;1204;645;-3964;95;0;3282;0;3282;250;1190;1440;0;0,8264;0;137;166;8312;6539;125602;109157;653;1204;645;-5307;5735;8835
58;48;2004;1222;3225;500;940;1440;0;0,6528;0;134;203;6171;7223;130923;121406;467;1130;465;-4627;68;2;2349;51;2400;480;960;1440;0;0,6667;0;100;156;6171;7223;131773;116380;467;1130;465;-5970;5625;8483
73;35;2522;891;3413;347;1093;1140;300;0,759;0,2083;142;192;7565;7153;138438;128559;709;829;671;-4747;72;26;2487;662;3149;243;1197;1440;0;0,8313;0;131;163;7565;7153;139338;123533;709;829;671;-6090;6562;7565
63;13;2176;331;2507;300;1140;360;1080;0,7917;0,75;104;137;6563;7188;144951;135747;754;981;649;-4974;85;25;2936;636;3573;252;1188;1440;0;0,825;0;149;178;6563;7188;145901;130721;754;981;649;-6317;6080;6563
90;0;3109;0;3109;370;1070;610;830;0,7431;0,5764;130;172;6210;6613;151114;142360;611;838;866;-5201;71;27;2453;687;3140;630;810;1440;0;0,5625;0;131;231;6210;6613;152111;137334;611;838;866;-6544;6249;6210
116;0;4007;0;4007;270;1170;710;730;0,8125;0,5069;167;210;6111;7051;157176;149411;875;919;650;-5245;60;25;2073;636;2709;515;925;1440;0;0,6424;0;113;176;6111;7051;158222;144385;875;919;650;-6588;6716;6111
86;16;2971;407;3378;305;1135;1065;375;0,7882;0,2604;141;179;5845;7240;162970;156651;972;1050;540;-5323;60;28;2073;713;2785;405;1035;1145;295;0,7188;0,2049;116;163;5845;7240;164067;151625;972;1050;540;-6666;6164;5845
80;0;2764;0;2764;340;1100;340;1100;0,7639;0,7639;115;151;6237;6023;169165;162674;889;1112;598;-5546;105;0;3627;0;3627;275;1165;1440;0;0,809;0;151;184;6237;6023;170304;157648;889;1112;598;-6889;6391;6237
78;9;2695;229;2924;325;1115;690;750;0,7743;0,5208;122;159;7200;6433;176320;169107;868;1010;375;-5688;68;62;2349;1578;3927;390;1050;1440;0;0,7292;0;164;222;7200;6433;177504;164081;868;1010;375;-7031;6851;7200
73;2;2522;51;2573;385;1055;385;1055;0,7326;0,7326;107;150;4305;6759;180578;175866;835;1218;0;-6071;35;0;1209;0;1209;875;565;1440;0;0,3924;0;78;202;4305;6759;181809;170840;835;1218;0;-7414;4438;4305
77;57;2660;1451;4111;230;1210;1290;150;0,8403;0,1042;171;205;8365;6872;188895;182738;685;1233;0;-6619;68;15;2349;382;2731;650;790;1440;0;0,5486;0;114;212;8365;6872;190174;177712;685;1233;0;-7962;6842;8365
84;29;2902;738;3640;370;1070;1180;260;0,7431;0,1806;152;201;8713;7262;197557;190000;614;1183;482;-7188;69;46;2384;1171;3555;110;1330;1440;0;0,9236;0;148;165;8713;7262;198887;184974;614;1183;482;-8531;7195;8713
86;71;2971;1807;4778;170;1270;1140;300;0,8819;0,2083;199;226;7500;6955;205008;196955;739;1154;563;-7603;47;12;1624;305;1929;850;590;1440;0;0,4097;0;80;201;7500;6955;206387;191929;739;1154;563;-8946;6707;7500
107;15;3696;382;4078;400;1040;1440;0;0,7222;0;170;228;7743;7033;212702;203988;794;1074;751;-7883;93;12;3213;305;3518;445;995;155;1285;0,691;0,8924;147;220;7743;7033;214130;198962;794;1074;751;-9226;7596;7743
128;0;4422;0;4422;200;1240;1440;0;0,8611;0;184;213;8705;7134;8655;7134;878;1103;778;1275;112;0;3869;0;3869;505;935;960;480;0,6493;0,3333;161;245;8705;7134;8705;7134;878;1103;778;-225;8291;8705
97;27;3351;687;4038;275;1165;1440;0;0,809;0;168;206;7379;7202;15984;14336;1009;1182;704;1102;86;27;2971;687;3658;555;885;1005;435;0,6146;0,3021;152;246;7379;7202;16084;14336;1009;1182;704;-398;7696;7379
77;15;2660;382;3042;610;830;610;830;0,5764;0,5764;127;217;5782;7162;21716;21498;940;1162;626;880;77;22;2660;560;3220;510;930;1440;0;0,6458;0;134;197;5782;7162;21866;21498;940;1162;626;-620;6262;5782
81;13;2798;331;3129;323;1117;323;1117;0,7757;0,7757;130;169;7156;4726;28838;26224;897;1264;614;513;62;59;2142;1502;3644;605;835;1440;0;0,5799;0;152;260;7156;4726;29022;26224;897;1264;614;-987;6773;7156
49;56;1693;1425;3118;505;935;1400;40;0,6493;0,0278;130;198;6465;3018;35282;29242;693;1375;624;-169;66;1;2280;25;2305;795;645;1235;205;0,4479;0,1424;96;187;6465;3018;35487;29242;693;1375;624;-1669;5424;6465
84;53;2902;1349;4251;235;1205;1440;0;0,8368;0;177;215;8913;3686;44170;32928;967;1437;649;-639;105;10;3627;255;3882;475;965;475;965;0,6701;0,6701;162;243;8913;3686;44400;32928;967;1437;649;-2139;8133;8913
125;0;4318;0;4318;270;1170;1065;375;0,8125;0,2604;180;221;8395;6297;61433;45992;646;1223;538;-1812;109;0;3765;0;3765;420;1020;420;1020;0,7083;0,7083;157;221;8395;6297;61755;41505;646;1223;538;-2871;8084;8395
94;59;3247;1502;4749;280;1160;1040;400;0,8056;0,2778;198;247;9250;5493;70645;51485;1023;1405;764;-2194;100;8;3455;204;3658;280;1160;280;1160;0,8056;0,8056;152;189;9250;5493;71005;46998;1023;1405;764;-3253;8407;9250
64;0;2211;0;2211;540;900;945;495;0,625;0,3438;92;141;4890;5869;75494;57354;965;1406;423;-2635;76;0;2625;0;2625;585;855;585;855;0,5938;0,5938;109;182;4890;5869;75895;52867;965;1406;423;-3694;4836;4890
112;10;3869;255;4124;280;1160;300;1140;0,8056;0,7917;172;213;6947;6408;82396;63762;1325;1397;311;-2707;75;6;2591;153;2744;375;1065;375;1065;0,7396;0,7396;114;152;6947;6408;82842;59275;1325;1397;311;-3766;6867;6947
43;0;1485;0;1485;870;570;870;570;0,3958;0,3958;62;123;4379;7035;86725;70797;1228;1475;287;-2954;84;10;2902;255;3156;465;975;465;975;0,6771;0,6771;132;189;4379;7035;87221;66310;1228;1475;287;-4013;4642;4533
